conversation_id,creator_id,conversation_date,ai_version,issue_type,issue_complexity,region,creator_segment,entry_channel,eligible_for_ai,ai_used,experiment_group,ai_response_time_sec,ai_contained,ai_response_quality,ai_error_flag,resolution_status,resolution_type,human_escalated,human_handling_time_min,csat_score,repeat_contact_7d,conversation_duration_min
CNV-2026-0001701,CRT-00821,2026-03-25,V1,Creator Tools,Low,US,Emerging,Help_Center,True,True,Pre_Experiment,6.38,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.63
CNV-2026-0001702,CRT-01302,2026-03-25,V1,Policy,Medium,India,Growth,Mobile_App,True,True,Pre_Experiment,5.13,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.24
CNV-2026-0001703,CRT-00977,2026-03-25,V1,Channel Access,Low,US,Growth,Creator_Studio,True,True,Pre_Experiment,4.33,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.58
CNV-2026-0001704,CRT-01388,2026-03-25,None,Revenue & Payments,Low,Other,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,5.82,,False,7.18
CNV-2026-0001705,CRT-00454,2026-03-25,V1,Copyright,Low,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,3.9,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,3.03
CNV-2026-0001706,CRT-00641,2026-03-25,V1,Channel Access,High,Other,Growth,Help_Center,True,True,Pre_Experiment,3.09,False,Low,False,Unresolved,Unresolved_Escalated,True,36.88,,False,38.42
CNV-2026-0001707,CRT-00948,2026-03-25,V1,Channel Access,Low,India,Established,Mobile_App,True,True,Pre_Experiment,5.77,False,High,False,Resolved,Human_Resolved,True,8.3,5,False,8.99
CNV-2026-0001708,CRT-00410,2026-03-25,V1,Copyright,High,Other,Large,Creator_Studio,True,True,Pre_Experiment,3.17,False,Medium,False,Resolved,Human_Resolved,True,22.39,4,True,24.86
CNV-2026-0001709,CRT-01081,2026-03-25,V1,Monetization,Medium,US,Emerging,Mobile_App,True,True,Pre_Experiment,2.89,False,High,False,Resolved,Human_Resolved,True,14.91,,False,16.0
CNV-2026-0001710,CRT-00558,2026-03-25,None,Shorts,Low,India,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.37,,False,10.1
CNV-2026-0001711,CRT-00125,2026-03-25,None,Memberships,Medium,India,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,10.12,,False,12.33
CNV-2026-0001712,CRT-01221,2026-03-25,V1,Copyright,Medium,Southeast Asia,Emerging,Creator_Studio,True,True,Pre_Experiment,4.64,False,Low,True,Resolved,Human_Resolved,True,21.49,,False,24.02
CNV-2026-0001713,CRT-01384,2026-03-25,None,Policy,Medium,India,Large,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,11.1,,False,13.18
CNV-2026-0001714,CRT-00826,2026-03-25,V1,Policy,Medium,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,3.37,True,Low,False,Unresolved,Unresolved_Contained,False,0.0,,True,1.17
CNV-2026-0001715,CRT-00867,2026-03-25,None,Monetization,Low,US,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,13.94,5,False,14.96
CNV-2026-0001716,CRT-00174,2026-03-25,V1,Copyright,Medium,US,Established,Creator_Studio,True,True,Pre_Experiment,6.86,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.4
CNV-2026-0001717,CRT-01087,2026-03-26,None,Other,Low,India,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,7.48,5,False,9.7
CNV-2026-0001718,CRT-01413,2026-03-26,V1,Creator Tools,Medium,Southeast Asia,Established,Creator_Studio,True,True,Pre_Experiment,4.76,True,Medium,False,Unresolved,Unresolved_Contained,False,0.0,,False,0.73
CNV-2026-0001719,CRT-01321,2026-03-26,V1,Copyright,High,US,Growth,Creator_Studio,True,True,Pre_Experiment,2.72,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.7
CNV-2026-0001720,CRT-00030,2026-03-26,None,Memberships,Medium,US,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,3.27,2,False,6.18
CNV-2026-0001721,CRT-01408,2026-03-26,V1,Creator Tools,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,2.3,False,High,False,Resolved,Human_Resolved,True,7.0,,False,9.75
CNV-2026-0001722,CRT-00887,2026-03-26,V1,Policy,Medium,Other,Emerging,Help_Center,True,True,Pre_Experiment,2.98,False,High,False,Resolved,Human_Resolved,True,9.04,,False,10.65
CNV-2026-0001723,CRT-01396,2026-03-26,V1,Copyright,High,US,Emerging,Help_Center,True,True,Pre_Experiment,11.05,False,High,False,Resolved,Human_Resolved,True,16.43,,False,18.43
CNV-2026-0001724,CRT-01128,2026-03-26,V1,Monetization,Medium,India,Growth,Help_Center,True,True,Pre_Experiment,3.47,True,High,False,Unresolved,Unresolved_Contained,False,0.0,1,True,1.84
CNV-2026-0001725,CRT-00897,2026-03-26,V1,Monetization,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,5.43,False,Medium,False,Resolved,Human_Resolved,True,16.4,,False,18.48
CNV-2026-0001726,CRT-01002,2026-03-26,V1,Other,Medium,UK,Growth,Creator_Studio,True,True,Pre_Experiment,2.14,False,High,False,Resolved,Human_Resolved,True,9.82,,False,12.49
CNV-2026-0001727,CRT-00796,2026-03-26,V1,Policy,Medium,US,Emerging,Help_Center,True,True,Pre_Experiment,2.37,True,Medium,False,Resolved,AI_Resolved,False,0.0,4,False,2.7
CNV-2026-0001728,CRT-00870,2026-03-26,V1,Analytics,Low,Southeast Asia,Emerging,Help_Center,True,True,Pre_Experiment,3.54,False,High,False,Resolved,Human_Resolved,True,7.47,,False,8.81
CNV-2026-0001729,CRT-00209,2026-03-26,V1,Monetization,Medium,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,8.29,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,0.92
CNV-2026-0001730,CRT-00061,2026-03-26,V1,Memberships,Low,Other,Growth,Mobile_App,True,True,Pre_Experiment,2.16,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.93
CNV-2026-0001731,CRT-01080,2026-03-26,None,Creator Tools,Low,Other,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,7.98,,False,8.58
CNV-2026-0001732,CRT-00932,2026-03-26,None,Channel Access,High,UK,Emerging,Mobile_App,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,24.29,,False,26.48
CNV-2026-0001733,CRT-00458,2026-03-26,None,Revenue & Payments,Medium,US,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,23.09,5,False,25.37
CNV-2026-0001734,CRT-00837,2026-03-26,V1,Policy,Low,Other,Growth,Creator_Studio,True,True,Pre_Experiment,2.91,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.23
CNV-2026-0001735,CRT-01325,2026-03-26,None,Monetization,Low,Other,Emerging,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,7.7,,False,8.85
CNV-2026-0001736,CRT-00253,2026-03-26,None,Monetization,High,Other,Growth,Mobile_App,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,12.21,,False,14.57
CNV-2026-0001737,CRT-00536,2026-03-26,V1,Memberships,High,Canada,Emerging,Mobile_App,True,True,Pre_Experiment,5.79,False,Low,False,Resolved,Human_Resolved,True,28.98,5,False,30.31
CNV-2026-0001738,CRT-00933,2026-03-26,V1,Monetization,Medium,Southeast Asia,Emerging,Mobile_App,True,True,Pre_Experiment,7.9,True,Medium,False,Resolved,AI_Resolved,False,0.0,,True,1.69
CNV-2026-0001739,CRT-00040,2026-03-26,None,Monetization,Low,India,Growth,Mobile_App,True,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,6.18,,False,8.43
CNV-2026-0001740,CRT-00512,2026-03-26,V1,Shorts,Low,US,Established,Help_Center,True,True,Pre_Experiment,4.7,False,High,False,Resolved,Human_Resolved,True,18.09,5,False,19.44
CNV-2026-0001741,CRT-00916,2026-03-27,None,Copyright,Medium,US,Large,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,4.94,,False,7.66
CNV-2026-0001742,CRT-00704,2026-03-27,None,Policy,High,US,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,38.62,5,False,39.94
CNV-2026-0001743,CRT-00508,2026-03-27,V1,Analytics,Low,US,Established,Help_Center,True,True,Pre_Experiment,5.23,False,Low,False,Resolved,Human_Resolved,True,8.62,,False,11.36
CNV-2026-0001744,CRT-00038,2026-03-27,None,Memberships,Medium,Canada,Growth,Help_Center,True,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,11.81,,False,14.66
CNV-2026-0001745,CRT-00118,2026-03-27,None,Monetization,Medium,Southeast Asia,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,10.23,,False,11.67
CNV-2026-0001746,CRT-00944,2026-03-27,V1,Policy,High,Southeast Asia,Emerging,Creator_Studio,True,True,Pre_Experiment,2.58,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.67
CNV-2026-0001747,CRT-00590,2026-03-27,V1,Creator Tools,Low,India,Emerging,Email_Form,True,True,Pre_Experiment,2.13,True,Low,False,Resolved,AI_Resolved,False,0.0,4,False,1.17
CNV-2026-0001748,CRT-01386,2026-03-27,V1,Revenue & Payments,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,2.3,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.46
CNV-2026-0001749,CRT-00720,2026-03-27,None,Memberships,Medium,India,Large,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,20.38,,False,21.12
CNV-2026-0001750,CRT-01090,2026-03-27,V1,Other,Medium,India,Growth,Help_Center,True,True,Pre_Experiment,2.6,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.73
CNV-2026-0001751,CRT-00366,2026-03-27,None,Monetization,High,Other,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,28.21,,False,30.21
CNV-2026-0001752,CRT-00164,2026-03-27,V1,Monetization,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,4.27,True,High,False,Resolved,AI_Resolved,False,0.0,5,True,2.56
CNV-2026-0001753,CRT-00857,2026-03-27,None,Channel Access,High,India,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.71,,False,11.11
CNV-2026-0001754,CRT-00775,2026-03-27,V1,Creator Tools,Low,Other,Emerging,Email_Form,True,True,Pre_Experiment,2.23,False,High,False,Resolved,Human_Resolved,True,13.23,,False,15.65
CNV-2026-0001755,CRT-00950,2026-03-27,V1,Memberships,Low,Southeast Asia,Emerging,Creator_Studio,True,True,Pre_Experiment,4.32,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,0.63
CNV-2026-0001756,CRT-00444,2026-03-27,None,Monetization,Low,US,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,6.67,,False,9.02
CNV-2026-0001757,CRT-01460,2026-03-27,None,Monetization,Low,Other,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,11.61,5,False,13.8
CNV-2026-0001758,CRT-01185,2026-03-27,None,Channel Access,High,US,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,26.01,5,False,28.01
CNV-2026-0001759,CRT-01351,2026-03-27,V1,Other,Low,India,Established,Creator_Studio,True,True,Pre_Experiment,3.35,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.7
CNV-2026-0001760,CRT-00206,2026-03-27,None,Monetization,Low,Other,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,16.46,,False,18.28
CNV-2026-0001761,CRT-00345,2026-03-27,V1,Analytics,Low,US,Established,Help_Center,True,True,Pre_Experiment,2.99,False,High,False,Resolved,Human_Resolved,True,5.4,,False,7.38
CNV-2026-0001762,CRT-00856,2026-03-27,V1,Revenue & Payments,Medium,Canada,Growth,Email_Form,True,True,Pre_Experiment,5.74,False,High,False,Resolved,Human_Resolved,True,14.46,,False,16.35
CNV-2026-0001763,CRT-00930,2026-03-27,V1,Monetization,High,Canada,Growth,Creator_Studio,True,True,Pre_Experiment,2.51,False,Medium,False,Resolved,Human_Resolved,True,50.01,,False,52.41
CNV-2026-0001764,CRT-00547,2026-03-27,None,Creator Tools,Medium,India,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,12.19,5,False,15.02
CNV-2026-0001765,CRT-01324,2026-03-28,V1,Copyright,Medium,Other,Established,Help_Center,True,True,Pre_Experiment,7.36,True,Low,False,Resolved,AI_Resolved,False,0.0,,False,2.12
CNV-2026-0001766,CRT-00390,2026-03-28,None,Channel Access,Medium,India,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.35,5,False,10.73
CNV-2026-0001767,CRT-01408,2026-03-28,None,Copyright,Medium,US,Emerging,Mobile_App,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,14.2,,False,15.98
CNV-2026-0001768,CRT-00755,2026-03-28,V1,Creator Tools,Medium,Other,Growth,Creator_Studio,True,True,Pre_Experiment,5.61,True,Low,False,Unresolved,Unresolved_Contained,False,0.0,,True,2.96
CNV-2026-0001769,CRT-01032,2026-03-28,V1,Copyright,Low,UK,Growth,Creator_Studio,True,True,Pre_Experiment,2.47,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.0
CNV-2026-0001770,CRT-01103,2026-03-28,V1,Analytics,High,India,Established,Creator_Studio,True,True,Pre_Experiment,6.63,True,Medium,False,Unresolved,Unresolved_Contained,False,0.0,1,True,2.88
CNV-2026-0001771,CRT-00615,2026-03-28,V1,Shorts,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,2.34,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,2.62
CNV-2026-0001772,CRT-00997,2026-03-29,V1,Revenue & Payments,Medium,Southeast Asia,Growth,Help_Center,True,True,Pre_Experiment,6.9,False,Medium,False,Resolved,Human_Resolved,True,23.22,4,False,24.76
CNV-2026-0001773,CRT-00016,2026-03-29,V1,Creator Tools,Medium,US,Emerging,Help_Center,True,True,Pre_Experiment,4.48,False,Medium,False,Resolved,Human_Resolved,True,11.19,,False,13.96
CNV-2026-0001774,CRT-00070,2026-03-29,V1,Other,Low,India,Emerging,Help_Center,True,True,Pre_Experiment,1.9,True,Low,True,Abandoned,Abandoned,False,0.0,1,True,2.4
CNV-2026-0001775,CRT-00549,2026-03-29,None,Monetization,Low,US,Growth,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,20.54,,False,23.41
CNV-2026-0001776,CRT-00998,2026-03-29,None,Memberships,Low,US,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,2.51,,True,4.28
CNV-2026-0001777,CRT-01284,2026-03-29,V1,Policy,Medium,India,Growth,Mobile_App,True,True,Pre_Experiment,2.15,False,High,False,Resolved,Human_Resolved,True,16.05,5,False,18.38
CNV-2026-0001778,CRT-01391,2026-03-29,V1,Analytics,Medium,US,Established,Mobile_App,True,True,Pre_Experiment,3.21,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,1.44
CNV-2026-0001779,CRT-01189,2026-03-29,V1,Copyright,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,5.7,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,1.55
CNV-2026-0001780,CRT-00584,2026-03-29,V1,Copyright,High,US,Emerging,Help_Center,True,True,Pre_Experiment,3.57,True,High,False,Resolved,AI_Resolved,False,0.0,,True,1.01
CNV-2026-0001781,CRT-00776,2026-03-29,V1,Revenue & Payments,High,US,Established,Mobile_App,True,True,Pre_Experiment,3.53,True,Medium,False,Abandoned,Abandoned,False,0.0,2,False,2.0
CNV-2026-0001782,CRT-00919,2026-03-29,V1,Monetization,Low,US,Emerging,Creator_Studio,True,True,Pre_Experiment,3.93,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.57
CNV-2026-0001783,CRT-00823,2026-03-29,None,Monetization,Low,India,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.63,5,False,9.43
CNV-2026-0001784,CRT-00101,2026-03-29,V1,Other,Low,Other,Established,Creator_Studio,True,True,Pre_Experiment,1.57,True,High,False,Resolved,AI_Resolved,False,0.0,,True,1.35
CNV-2026-0001785,CRT-01283,2026-03-29,None,Copyright,Low,UK,Emerging,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,4.88,5,False,6.94
CNV-2026-0001786,CRT-00881,2026-03-29,None,Monetization,Medium,Other,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,25.98,5,False,28.92
CNV-2026-0001787,CRT-00816,2026-03-30,V1,Copyright,High,US,Established,Help_Center,True,True,Pre_Experiment,5.59,False,Medium,False,Resolved,Human_Resolved,True,29.03,,False,30.67
CNV-2026-0001788,CRT-00899,2026-03-30,V1,Revenue & Payments,Medium,US,Emerging,Mobile_App,True,True,Pre_Experiment,7.05,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,0.8
CNV-2026-0001789,CRT-00197,2026-03-30,V1,Creator Tools,Low,US,Growth,Creator_Studio,True,True,Pre_Experiment,5.5,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,1.53
CNV-2026-0001790,CRT-01394,2026-03-30,None,Monetization,High,Southeast Asia,Emerging,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,43.71,,False,46.66
CNV-2026-0001791,CRT-00531,2026-03-30,V1,Memberships,Medium,US,Growth,Creator_Studio,True,True,Pre_Experiment,3.19,True,Low,False,Resolved,AI_Resolved,False,0.0,5,False,2.95
CNV-2026-0001792,CRT-01047,2026-03-30,V1,Analytics,High,Other,Emerging,Help_Center,True,True,Pre_Experiment,2.59,False,Medium,False,Resolved,Human_Resolved,True,18.31,,False,20.56
CNV-2026-0001793,CRT-00686,2026-03-30,None,Copyright,High,US,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,25.33,,True,27.53
CNV-2026-0001794,CRT-00710,2026-03-30,V1,Memberships,Medium,US,Growth,Creator_Studio,True,True,Pre_Experiment,2.37,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.75
CNV-2026-0001795,CRT-00776,2026-03-30,V1,Revenue & Payments,Low,US,Established,Creator_Studio,True,True,Pre_Experiment,2.32,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.8
CNV-2026-0001796,CRT-01400,2026-03-30,V1,Revenue & Payments,High,India,Emerging,Creator_Studio,True,True,Pre_Experiment,10.69,True,Low,False,Resolved,AI_Resolved,False,0.0,,False,2.06
CNV-2026-0001797,CRT-00481,2026-03-30,None,Shorts,Low,Other,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,3.65,5,False,5.14
CNV-2026-0001798,CRT-00811,2026-03-30,V1,Shorts,Low,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,3.72,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.6
CNV-2026-0001799,CRT-00895,2026-03-30,V1,Revenue & Payments,Medium,Southeast Asia,Growth,Help_Center,True,True,Pre_Experiment,5.8,True,High,False,Abandoned,Abandoned,False,0.0,3,False,2.87
CNV-2026-0001800,CRT-00687,2026-03-30,V1,Creator Tools,Low,Other,Emerging,Mobile_App,True,True,Pre_Experiment,5.65,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.75
CNV-2026-0001801,CRT-00351,2026-03-30,None,Copyright,Low,US,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,12.23,,False,13.44
CNV-2026-0001802,CRT-00387,2026-03-30,V1,Creator Tools,Low,US,Growth,Creator_Studio,True,True,Pre_Experiment,4.11,False,High,False,Resolved,Human_Resolved,True,4.82,,False,5.89
CNV-2026-0001803,CRT-01063,2026-03-30,V1,Channel Access,High,Canada,Emerging,Help_Center,True,True,Pre_Experiment,2.54,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.98
CNV-2026-0001804,CRT-00547,2026-03-30,None,Monetization,Medium,India,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.57,,False,9.46
CNV-2026-0001805,CRT-00020,2026-03-30,V1,Shorts,High,US,Growth,Help_Center,True,True,Pre_Experiment,4.87,True,Low,False,Resolved,AI_Resolved,False,0.0,,False,1.51
CNV-2026-0001806,CRT-00455,2026-03-30,None,Channel Access,High,Other,Emerging,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,38.99,,False,39.62
CNV-2026-0001807,CRT-01216,2026-03-31,V1,Monetization,Medium,US,Growth,Creator_Studio,True,True,Pre_Experiment,2.37,False,Medium,False,Resolved,Human_Resolved,True,24.34,,False,25.4
CNV-2026-0001808,CRT-00716,2026-03-31,V1,Analytics,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,5.06,False,High,False,Resolved,Human_Resolved,True,13.11,5,False,14.76
CNV-2026-0001809,CRT-01461,2026-03-31,V1,Memberships,Medium,Canada,Established,Mobile_App,True,True,Pre_Experiment,2.42,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.69
CNV-2026-0001810,CRT-00771,2026-03-31,V1,Copyright,Medium,UK,Emerging,Help_Center,True,True,Pre_Experiment,3.17,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.99
CNV-2026-0001811,CRT-00256,2026-03-31,V1,Creator Tools,High,Southeast Asia,Growth,Help_Center,True,True,Pre_Experiment,3.17,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.63
CNV-2026-0001812,CRT-00737,2026-03-31,V1,Analytics,High,US,Emerging,Mobile_App,True,True,Pre_Experiment,7.24,True,Medium,False,Unresolved,Unresolved_Contained,False,0.0,2,False,1.7
CNV-2026-0001813,CRT-00398,2026-03-31,V1,Other,Low,US,Emerging,Creator_Studio,True,True,Pre_Experiment,1.29,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.43
CNV-2026-0001814,CRT-00228,2026-03-31,None,Copyright,High,Other,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,40.25,,False,41.74
CNV-2026-0001815,CRT-01063,2026-03-31,V1,Policy,Low,Canada,Emerging,Creator_Studio,True,True,Pre_Experiment,11.01,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.85
CNV-2026-0001816,CRT-00792,2026-03-31,V1,Analytics,High,UK,Emerging,Mobile_App,True,True,Pre_Experiment,2.68,False,High,False,Resolved,Human_Resolved,True,29.15,,False,31.4
